model,file,si_sdr_clean_vs_enh,lsd_clean_vs_enh,dur_s
lisennet,p335_422_mic2-96aa4d3352fb-32b747bc5d83.wav,18.8742,12.3724,3.087
lisennet,p336_014_mic2-d1010b1693ab-05047d90ef4d.wav,20.3326,8.8411,5.316
lisennet,p336_063_mic2-0aebd707dc36-24ca1e0b615e.wav,19.2383,5.3611,3.247
lisennet,p336_079_mic2-9bf60d773c19-268a1083b8e8.wav,21.447,2.9787,3.889
lisennet,p336_080_mic2-5ddb26251c71-1d685e9eccef.wav,18.0815,3.6064,3.406
lisennet,p336_083_mic2-5e148261b884-0f8d0c5745dd.wav,20.5557,6.3493,3.066
lisennet,p336_138_mic2-ea24fb86f056-147f866c5df3.wav,19.8001,6.0744,3.034
lisennet,p336_142_mic2-c1d885a0626c-ea3c3df3be05.wav,16.0638,5.9855,3.085
lisennet,p336_160_mic2-00d7b3a91dec-76098f741c6b.wav,16.5224,2.4006,3.204
lisennet,p336_204_mic2-b5196ed4fd8e-c041ace36a98.wav,19.4531,3.1618,3.074
lisennet,p336_245_mic2-695564fc5bcd-eaf0eee2f95e.wav,12.7484,3.5413,3.202
lisennet,p336_283_mic2-6b82282b1d26-bc35959ca714.wav,18.7185,5.3937,3.247
lisennet,p336_308_mic2-78823517671a-65288fc52c0b.wav,15.1994,4.4356,3.03
lisennet,p339_005_mic2-1901a9a5c2ff-fd0178726ca7.wav,17.7138,5.8388,6.617
lisennet,p339_012_mic2-0111cc0526fc-f8700cef0e77.wav,21.2853,4.5664,5.281
lisennet,p339_021_mic2-99127ddaacbf-8cc1a84edc40.wav,21.7963,7.1122,9.686
lisennet,p339_179_mic2-9c9d36655420-2f8441a5dd16.wav,19.8924,9.5537,3.317
lisennet,p339_244_mic2-6d2776b35195-98862658a60e.wav,21.523,2.4696,3.653
lisennet,p339_254_mic2-7b387ef467dc-c7a8ef19789e.wav,23.5118,11.4857,3.06
lisennet,p339_292_mic2-48d3e61e7838-92df3858e1d3.wav,13.6269,9.8921,3.288
lisennet,p339_358_mic1-b16ae6f5093d-7a1192ec5e78.wav,15.4469,2.0954,3.577
lisennet,p340_004_mic2-66aa41e04f87-cbfaaeadfe6c.wav,21.8664,9.5761,4.237
lisennet,p340_005_mic2-8e0ce6418fea-dcd409838f1a.wav,20.6854,11.3503,5.265
lisennet,p340_011_mic2-bcb34fbf8d58-21f0563e6950.wav,24.3852,9.8128,6.529
lisennet,p340_016_mic2-64298e865652-e2a81c8ce4de.wav,24.2482,10.6881,5.969
lisennet,p340_078_mic2-d91beea97eff-5a813af9c392.wav,24.546,12.4183,3.162
lisennet,p340_141_mic2-1b26dc375ef8-3af452c9e027.wav,22.3077,10.868,3.372
lisennet,p340_146_mic2-794e88b90e03-942994494539.wav,22.1623,11.0,3.629
lisennet,p340_210_mic2-f64c28650c81-0a78d0272273.wav,24.9197,10.6753,3.33
lisennet,p341_008_mic2-bf14036cdedb-64cccb2ae025.wav,24.0809,10.0214,9.518
lisennet,p341_009_mic2-fb343ba8d4ae-cd9506cedf6a.wav,20.1629,10.4672,6.26
lisennet,p341_071_mic2-9ff5a4ebb3ca-79b6bf49b5f9.wav,25.0639,13.0803,5.307
lisennet,p341_086_mic2-08bafeaf40ca-26b7c64bb059.wav,21.5249,11.2439,3.03
lisennet,p341_093_mic2-02b0ae5b9a02-0d7eccd0a007.wav,22.143,11.0819,3.959
lisennet,p341_111_mic2-84ac973c99f0-6454a8e2ba63.wav,23.4628,9.6555,4.222
lisennet,p341_112_mic2-a6c2ad7e5e1e-8d1aea678950.wav,12.8954,7.6072,3.165
lisennet,p341_119_mic2-f18706338705-9c241b71dbf1.wav,20.9459,9.707,4.362
lisennet,p341_134_mic2-c5d4f03d32ce-aaf53ba634ea.wav,19.1443,8.0896,5.242
lisennet,p341_154_mic2-760b52d971d1-aa214149562b.wav,27.4432,12.0582,3.818
lisennet,p341_170_mic2-57f37af843d3-4c81a5c261b8.wav,23.0169,10.0236,4.721
lisennet,p341_171_mic2-ddc7907618cc-e831e9231a8d.wav,21.5651,11.463,4.362
lisennet,p341_196_mic2-9a79e65e42a0-d93a0ca597f2.wav,17.7015,8.6293,4.857
lisennet,p341_201_mic2-4ad89861c977-4a7d09082057.wav,23.0616,8.9276,4.14
lisennet,p341_233_mic2-d3b04603740b-00a928fc4e2b.wav,26.1234,15.7315,4.689
lisennet,p341_238_mic2-5eed4513c525-812cd213d83a.wav,20.1844,11.5479,3.357
lisennet,p341_252_mic2-10918ba88175-d69c4f2c8a92.wav,23.3093,10.2053,3.47
lisennet,p341_253_mic2-234aaddf4d05-f4a6053ebf05.wav,20.1901,12.6045,3.762
lisennet,p341_304_mic2-4eea83d394df-a81ca41f83a1.wav,15.4808,10.4897,4.343
lisennet,p341_323_mic2-957719b85f7c-7769648fe023.wav,25.4259,12.7579,4.019
lisennet,p341_375_mic2-cdb07eb12837-c1353c98ef38.wav,21.0694,12.217,3.529
lisennet,p341_393_mic2-05bc6242b1c2-b03b582cdbb7.wav,23.7408,13.2021,4.281
lisennet,p343_362_mic2-53432a63d6d9-2711d9827343.wav,24.3458,15.9015,3.843
lisennet,p345_057_mic2-caf70a7faac0-556d679dba68.wav,21.8471,8.0606,3.045
lisennet,p345_132_mic2-80ec518d99b1-e6998053d942.wav,21.9597,5.5364,3.802
lisennet,p345_150_mic2-64ebc96c02de-fb1d0c0d32c5.wav,21.1196,7.829,3.17
lisennet,p345_189_mic2-f5a4ad3f789a-643a3c124e8c.wav,22.6038,7.3885,4.95
lisennet,p345_233_mic2-5476f3b8cd19-fbdf4629753a.wav,22.0603,6.7497,3.373
lisennet,p345_243_mic2-b8c8d955baf7-70aef6667d6e.wav,21.1842,6.94,3.328
lisennet,p345_246_mic2-96603139a436-7f12c9422c68.wav,22.0973,6.1534,6.104
lisennet,p345_260_mic2-e5ed6189ade8-86acc4db06db.wav,23.9821,6.5206,3.914
lisennet,p345_269_mic2-b92be7175f06-ee8bd841cf45.wav,23.5709,6.8009,5.38
lisennet,p345_273_mic2-ed910c84dbda-c5e1ef17f7c7.wav,20.1645,4.8852,3.16
lisennet,p345_293_mic2-f3373379bde6-f5ad951a59f6.wav,21.7841,5.8868,3.204
lisennet,p345_333_mic1-2e83396fe42a-06b2fd1c5700.wav,24.1062,7.1807,3.106
lisennet,p347_020_mic2-95681ceb7189-104d86ef5448.wav,22.8163,11.3076,4.868
lisennet,p347_033_mic2-5d47882a3ac2-391696120b34.wav,20.8594,10.7994,3.849
lisennet,p347_037_mic2-fded760babba-182691145e8f.wav,21.0947,13.0365,3.246
lisennet,p347_072_mic2-5c8f34607a39-15e0c7a19f30.wav,22.135,10.359,3.798
lisennet,p347_140_mic2-1901086ae315-20709e56d1fa.wav,18.025,15.5365,3.46
lisennet,p347_277_mic2-faf0a49ccbf7-06afabc330a9.wav,23.8552,10.7601,3.823
lisennet,p347_283_mic2-65c8c630067e-251f91408638.wav,20.7345,10.186,3.207
lisennet,p347_285_mic2-e45d1d11a527-4b7ad85f3084.wav,20.1248,11.5435,3.713
lisennet,p347_291_mic2-b5f81dd815f5-a1338e9067c9.wav,18.8774,13.5084,4.438
lisennet,p347_293_mic2-1162b2f79b53-52104d4bd5d5.wav,22.028,7.4588,3.456
lisennet,p347_295_mic2-de5beff75db1-265baacda695.wav,19.7526,13.3934,3.074
lisennet,p347_311_mic2-7f91691829d5-b04a61877423.wav,21.1676,10.5673,3.022
lisennet,p347_320_mic2-dac6bf1ebe33-3b445c71f40d.wav,21.5505,8.1794,3.886
lisennet,p347_327_mic2-b34d99bf02c0-52ebfae00914.wav,20.5466,11.4869,3.447
lisennet,p347_376_mic2-6763eea7e73b-2b4872119c91.wav,19.4001,12.0065,4.354
lisennet,p347_395_mic2-fe17f1f2860b-6575a6fc348a.wav,19.9709,12.0243,3.359
lisennet,p347_414_mic2-327c9b8e2523-2a2aa127ba90.wav,18.9698,12.8494,3.415
lisennet,p347_416_mic2-c7eb3d923d4b-01060c03f092.wav,20.7181,9.618,3.63
lisennet,p351_003_mic2-1fcf0f7a70dc-36ea9d379982.wav,23.3538,15.3219,7.241
lisennet,p351_018_mic2-242e96168cd4-adb6d01254b5.wav,25.4333,16.2365,5.644
lisennet,p351_088_mic2-4113897d6c3c-a2a251bad08f.wav,22.0018,16.1485,3.418
lisennet,p351_097_mic2-3bf1ee7a519c-a0e0815d0c1b.wav,26.4445,16.4315,4.047
lisennet,p351_100_mic2-80ec6b83534e-b62c44fd0886.wav,26.9972,16.0854,3.517
lisennet,p351_119_mic2-33b201654d50-15db43c83e84.wav,18.4277,13.3525,3.041
lisennet,p351_127_mic2-e0f2b9feca6a-692d03bc2e6c.wav,23.5997,17.2291,3.168
lisennet,p351_191_mic2-e46f76c6c133-5756cd2a8a6c.wav,22.8258,16.4936,3.639
lisennet,p351_196_mic2-676861a831cb-16b63eb49169.wav,23.4907,17.5645,3.976
lisennet,p351_264_mic2-7e5c0fe9069a-6ddc2da67465.wav,21.144,13.9107,3.622
lisennet,p351_320_mic2-0f2889311954-5b5741578ee1.wav,28.7774,16.5122,3.146
lisennet,p360_024_mic1-3a1944c43011-1a3ebfc2b14f.wav,20.4746,2.426,7.107
lisennet,p360_068_mic2-440e0bc4695d-580602d35c00.wav,25.757,20.5846,3.353
lisennet,p361_060_mic2-b9d89dc4cab1-459447258e0e.wav,29.4275,21.888,3.673
lisennet,p361_076_mic2-a1569163b99c-24e51a2a764a.wav,21.6419,15.4846,4.608
lisennet,p361_135_mic2-3bb53abe05d4-07bd77bd3062.wav,23.897,15.695,3.041
lisennet,p361_232_mic2-8fb7823a8397-be4b43be7bbc.wav,25.0625,17.4056,3.576
lisennet,p361_233_mic2-cc591323c240-8643ec5bd502.wav,24.9464,17.8345,3.052
lisennet,p361_325_mic2-90a79df00ec1-5fbe6d541770.wav,24.9951,16.7767,3.124
lisennet,p361_336_mic2-8d4aaeabc3e0-79ae08f95fc5.wav,28.6966,20.2853,3.042
lisennet,p362_321_mic2-811c6f6d429a-90cf2043deb9.wav,21.1345,7.7967,3.119
lisennet,p363_005_mic2-6632fd3b605d-34b1e609602e.wav,25.3883,17.6213,6.81
lisennet,p363_029_mic2-b9ffd0cd1b08-92f8ca0d3823.wav,21.9191,18.3692,3.182
lisennet,p363_072_mic2-014580fd683e-606a6f895d9f.wav,24.5284,14.378,3.115
lisennet,p363_274_mic2-fabd86cd9960-3562d353d919.wav,22.3918,16.5548,3.418
lisennet,p363_423_mic2-1ad4a6c9705b-0fb3d13e1641.wav,25.4148,15.6036,3.15
lisennet,p364_014_mic2-a7de1bacda06-b21bc4110082.wav,18.113,21.5808,5.194
lisennet,p364_026_mic2-0b2c5f88c130-58f00d4ab0af.wav,22.7764,19.8131,4.004
lisennet,p364_030_mic2-97a840333e84-a16493ba4120.wav,22.1349,18.3027,3.869
lisennet,p364_038_mic2-7a2e89a4c4f9-7b734525cc55.wav,19.427,19.5827,3.439
lisennet,p364_069_mic2-b7c698a0ab3d-0bac4ed1f696.wav,22.1494,17.5899,3.104
lisennet,p364_079_mic2-22a25014c8a6-a3d8abba3140.wav,25.2484,18.3952,3.06
lisennet,p364_206_mic2-a19747169550-3e464aa3c8bc.wav,23.5069,19.8963,3.093
lisennet,p374_023_mic2-c0ea9a20b019-d176a2dc7158.wav,21.4037,6.4099,13.109
lisennet,p374_083_mic2-29b0c6dc5c20-12d17efc72c3.wav,23.3939,7.5824,3.549
lisennet,p374_133_mic2-39afd5a5b171-09aedb08fe23.wav,21.4438,10.2985,3.638
lisennet,p374_208_mic2-232bd75a5154-e2a0a51a7278.wav,22.2824,9.3012,3.286
lisennet,p374_211_mic2-ba872178e4b7-414f25279e25.wav,23.0274,8.1093,3.231
lisennet,p374_310_mic2-bc71787d9a3d-1cab588e5dff.wav,23.5237,11.5747,4.128
lisennet,p374_387_mic2-27c57a943d8d-92b7875b464c.wav,23.0485,8.9171,3.051
lisennet,p376_346_mic2-2fa25d2a9a25-c8ff8161f43f.wav,21.8688,17.3937,3.213
metricgan,p225_008_mic1-59f91c49779a-91837fa46750.wav,15.124,8.5602,7.648
metricgan,p225_046_mic2-da535b0a1810-0c5e94966c09.wav,13.1912,11.8387,3.16
metricgan,p225_264_mic2-66e13cbe7664-603f92effc5c.wav,13.825,11.3726,3.664
metricgan,p227_027_mic1-12a90df9c17b-4595663829b8.wav,13.4908,8.2991,3.033
metricgan,p227_086_mic1-f8cebac24ffb-b153d12f39c0.wav,13.3551,10.0603,3.071
metricgan,p227_236_mic1-54a48991de5d-fecf7711eeec.wav,12.6898,9.7411,3.649
metricgan,p227_357_mic1-53509e8e5c46-e5ea89bc3663.wav,13.5381,7.1647,4.573
metricgan,p228_012_mic2-b9d89ff8c2e3-122d9b92008f.wav,12.9729,9.8056,5.099
metricgan,p228_077_mic2-9e4995b9a63c-084ecf6a0417.wav,12.5084,10.9173,3.45
metricgan,p228_084_mic2-5ffb128688c2-acfd6b5f3163.wav,14.0746,10.5032,4.611
metricgan,p228_115_mic2-75446df0418c-f4558b4ef84d.wav,15.2784,11.8945,3.542
metricgan,p228_177_mic2-730112f85b97-bf911a1752d7.wav,13.3634,12.3761,3.259
metricgan,p228_178_mic2-5c256c52fae5-fc29a34f1764.wav,12.2328,10.1655,3.894
metricgan,p228_212_mic2-df6d3e0199fa-86687bc87d39.wav,12.4297,12.1809,3.133
metricgan,p228_224_mic2-85c2c4f5d874-2610f979d573.wav,12.7159,13.6441,4.771
metricgan,p228_256_mic2-6bdc7136c06f-77a70a91d188.wav,14.2038,11.8088,4.811
metricgan,p228_313_mic2-9f808a4d5adb-ce1322a1229e.wav,12.4604,11.4343,4.439
metricgan,p228_345_mic2-3f047d50bb75-99dbe688b1eb.wav,11.38,8.971,4.515
metricgan,p229_023_mic2-f27ec6b01281-722b381fcd96.wav,12.3855,9.194,10.803
metricgan,p229_079_mic2-34e786947658-8adf8b08763f.wav,13.0656,12.5413,4.173
metricgan,p229_139_mic2-a943166db5c5-ca451b7068d2.wav,11.414,10.9314,3.204
metricgan,p229_149_mic2-5f4be6d5bf30-1064bc84d395.wav,12.491,10.5235,3.954
metricgan,p229_238_mic2-b59a55a36a05-3d510ca879a2.wav,13.0596,9.7158,3.928
metricgan,p229_246_mic2-de9cc77242ad-2c9f8017b2f1.wav,11.4289,10.1748,3.59
metricgan,p229_253_mic2-ee24e2d339fd-c60f57d48cd4.wav,11.7504,10.2467,3.735
metricgan,p229_382_mic2-7ffa4d1a01dc-73786ef65a4d.wav,13.195,9.8506,3.543
metricgan,p230_024_mic1-8509a33a5312-e0940e9d2f8c.wav,17.5638,6.4654,7.793
metricgan,p230_026_mic2-2da9f4cc6682-20980baa910e.wav,16.3091,8.1129,3.136
metricgan,p230_043_mic2-46dabdda7ced-f6ca90b3be22.wav,13.9537,10.9712,3.165
metricgan,p230_050_mic2-1e7f349e5f6b-cf25da91b0cb.wav,15.0681,9.7368,4.106
metricgan,p230_057_mic2-f2bed977efc9-7d6aa439f112.wav,12.8765,9.6286,4.099
metricgan,p230_066_mic1-40123510c8b6-83eb64cd7d07.wav,15.91,7.9004,3.321
metricgan,p230_077_mic2-033165b3ba38-37ff8c8119d3.wav,15.2984,10.0709,3.203
metricgan,p230_125_mic2-60f63636436c-48b15925e06b.wav,15.4269,9.6274,5.124
metricgan,p230_174_mic2-fcec544d0c73-4f30543c208a.wav,14.0389,11.1804,3.358
metricgan,p230_234_mic2-a0990bcde0ac-133cba00c3ed.wav,14.9664,7.6508,3.758
metricgan,p230_243_mic2-836ddfeb0fcb-65c1ad4ef3dd.wav,12.4328,9.6197,3.917
metricgan,p232_017_mic2-314229618b2a-e912e75680f0.wav,9.8424,9.9947,3.265
metricgan,p232_021_mic2-2a3b99252050-1f83e3af0926.wav,10.9686,8.6388,8.892
metricgan,p232_061_mic1-0430dec85adf-6d92b89ae58d.wav,11.7543,7.7703,3.619
metricgan,p232_114_mic2-a789dc404e37-87c92614e934.wav,10.8107,10.4365,3.55
metricgan,p232_362_mic2-85db8ac6e950-9be7f1a12c71.wav,12.0427,10.9473,3.216
metricgan,p233_017_mic2-08028eff2337-7d6e9e917a12.wav,15.1123,9.943,4.798
metricgan,p233_024_mic2-ead3ba148063-3bd5436c1ed9.wav,14.5303,6.2584,6.758
metricgan,p233_047_mic1-6c3e4a1303d4-a461e3af2987.wav,16.4194,9.9004,4.128
metricgan,p233_051_mic1-61314cbff34e-920db54ba4d7.wav,18.3267,7.1768,4.053
metricgan,p233_051_mic2-613670f8945f-855aa64ccb89.wav,16.6122,7.5659,4.053
metricgan,p233_055_mic1-a0646b55cd97-bd75316672e9.wav,17.6198,10.391,3.957
metricgan,p233_067_mic2-a702a11c2c4d-1f943e564967.wav,12.517,8.4278,4.321
metricgan,p233_082_mic1-b6706c029ce4-259448299868.wav,17.9775,7.6178,3.989
metricgan,p233_128_mic2-7a0034176265-487c9c84c418.wav,13.9613,9.2106,4.319
metricgan,p233_151_mic2-aad63c6a7697-cd79e3a41173.wav,14.3529,8.9685,3.946
metricgan,p233_161_mic1-3e6e440c11c8-db35629698f0.wav,18.4066,9.1993,3.97
metricgan,p233_191_mic2-59c09f86212c-58132e1a6627.wav,14.2112,9.5033,3.117
metricgan,p233_225_mic1-c3e92e47d7b8-c4daec662f3a.wav,17.941,9.0069,3.222
metricgan,p233_225_mic2-da41f2085fab-cebac0e57c51.wav,16.5263,8.9216,3.222
metricgan,p234_144_mic2-5cd3e25f2c17-14732f35dc65.wav,15.9772,9.6995,3.29
metricgan,p234_237_mic2-4ef18510a6c5-24fd7b862241.wav,13.997,12.1329,3.348
metricgan,p236_051_mic2-04a3d833aab5-ebd690f20814.wav,16.2196,9.7504,3.072
metricgan,p236_148_mic2-3f718924af88-c20a84b95777.wav,16.7661,12.2113,4.354
metricgan,p236_164_mic2-8d962f40d937-2d94d96754d5.wav,17.0854,10.4079,3.163
metricgan,p236_381_mic2-c9305a9b7077-71a1e4764401.wav,15.0801,9.1708,4.098
metricgan,p236_435_mic2-ab4344fe0b11-c8f5e9593791.wav,15.0488,12.4246,3.595
metricgan,p237_046_mic2-f7c5a1f3c41d-95102695a373.wav,8.0117,12.1767,3.93
metricgan,p237_098_mic2-f30973e82cfc-b4e3da1d44fb.wav,9.3222,11.7749,3.219
metricgan,p237_181_mic2-9c78a873a373-cd1fa3aaced7.wav,10.1854,9.5463,3.913
metricgan,p237_201_mic2-c2f27d9e42d5-a69940ca1d55.wav,8.7924,9.5509,4.428
metricgan,p237_225_mic2-9c8096d8ddbd-d0c3a462fa01.wav,9.3171,10.7085,4.752
metricgan,p237_256_mic2-963e152df7e4-0459ef5a378c.wav,8.874,10.2145,3.316
metricgan,p237_311_mic2-a6c827eb23cd-27a13f3ac007.wav,8.9418,11.1598,4.184
metricgan,p238_003_mic2-16cfda1856c9-e30ff89a971b.wav,13.8851,9.7235,8.322
metricgan,p238_004_mic2-6b3aaa603557-926868cecfc2.wav,13.9238,11.7025,6.421
metricgan,p238_008_mic2-6cd1a38af039-7c1ebffbb8e2.wav,14.8564,8.3244,9.558
metricgan,p238_009_mic2-cde9c39f4f79-88acb222465a.wav,14.3322,9.4531,6.146
metricgan,p238_033_mic2-12dd60139d64-b7583892cff4.wav,13.1671,9.3135,4.439
metricgan,p238_085_mic1-7cb33a36807b-1f0b64d0aa61.wav,13.7174,10.2751,3.152
metricgan,p238_108_mic2-5c7d8b830fd3-e8a1e2dcf7f6.wav,16.0228,10.6621,3.458
metricgan,p238_123_mic2-ab07fca59845-bbc7e4e4db0c.wav,12.0787,10.5523,3.803
metricgan,p238_132_mic2-d2f2050a09c0-8062febf2629.wav,13.4241,11.3636,3.119
metricgan,p238_140_mic2-9250edb3e273-13d75e0099f3.wav,14.9339,10.3688,4.313
metricgan,p238_213_mic2-6e9cb09c0c0b-17f00a25d936.wav,13.6849,9.1359,3.503
metricgan,p238_228_mic2-b7aea1a6b2a1-aae2118da6a7.wav,14.8926,11.4374,5.421
metricgan,p238_248_mic2-9324dd47990d-562c10106712.wav,15.3285,11.0982,3.332
metricgan,p238_256_mic2-4921a54c5753-3f7d2b6e995e.wav,15.3284,11.3328,3.459
metricgan,p238_260_mic2-7b532efcc89b-afd1eaa2c262.wav,15.8342,7.9931,3.97
metricgan,p238_263_mic1-6ca272d2d389-c0fa64164832.wav,15.5683,8.4903,4.141
metricgan,p238_320_mic2-4a2dc9067e49-d019c84af95d.wav,14.5084,9.4607,4.61
metricgan,p238_340_mic2-fa9cd0bf4ac8-0a5805ffd030.wav,13.9979,11.6595,4.015
metricgan,p238_342_mic2-53e7799f48dc-9bea8a3f6149.wav,14.0611,10.6265,4.315
metricgan,p238_343_mic2-dcf49afe2f4e-7760f0e8792e.wav,14.7638,10.2902,5.913
metricgan,p238_370_mic2-2a47ec94d7e7-5ec6dd5a8e9c.wav,16.0397,10.8601,3.8
metricgan,p238_377_mic1-54f7103936b3-89592a1ea4af.wav,16.7307,7.1632,3.418
metricgan,p238_389_mic2-0a3b2fcbdcd4-6fc410d41afc.wav,14.0785,11.7575,3.588
metricgan,p238_394_mic2-4a741420f1b8-2366c730a56a.wav,13.6306,9.9678,3.502
metricgan,p238_395_mic2-2539cbed71b0-447c08069b49.wav,15.5901,12.2167,4.525
metricgan,p238_429_mic2-559088dd88ad-e89f459c0b8b.wav,16.1792,9.9188,3.205
metricgan,p238_442_mic2-b921f6580985-2bacd4bc32a8.wav,13.3969,11.4494,4.27
metricgan,p238_444_mic2-f8e3985d96a0-69d9b064085e.wav,15.3198,10.8007,3.286
metricgan,p238_445_mic2-5df1779db28f-9d88a846a253.wav,14.9103,9.2676,5.464
metricgan,p238_446_mic2-626ff980cd35-a3d111b14f4c.wav,15.3211,11.7784,3.672
metricgan,p239_014_mic2-ef90b5103a42-ae1e4d725dc5.wav,12.1865,9.5575,4.315
metricgan,p239_015_mic2-851acef5adbb-52f1ec0950d7.wav,12.285,10.0269,5.079
metricgan,p239_021_mic2-d26c4d967aef-747aadfa6811.wav,12.826,9.802,7.956
metricgan,p239_047_mic2-a9f434c481e9-66d321c2b152.wav,13.7391,10.6251,3.801
metricgan,p239_161_mic2-6abdb8dd6273-63908936fdbf.wav,13.5841,10.8778,3.542
metricgan,p239_225_mic2-aadb29466322-5cd710abb0ea.wav,13.8669,11.4771,3.374
metricgan,p239_289_mic2-d51fe18dfa27-bbd1410d52db.wav,12.0372,12.9519,3.414
metricgan,p239_301_mic2-2a9b93bc80dd-ab5ff12680f9.wav,13.2885,12.29,3.414
metricgan,p239_322_mic2-b9307bbb353e-f51539f3c1b9.wav,13.6246,10.7406,3.244
metricgan,p239_422_mic2-8797f603d0eb-3a9907dc5081.wav,14.1839,12.997,3.205
metricgan,p239_435_mic2-eec2b8fee5ab-53715bbaf8cd.wav,14.1643,12.8315,3.332
metricgan,p239_454_mic2-c374d3c4f872-df04c928ef7d.wav,11.5948,11.6512,3.585
metricgan,p239_467_mic2-5a72e84e51af-8a0517bd3ab1.wav,14.1307,11.4618,3.841
metricgan,p239_473_mic2-6c4571e79a77-fa1027334dad.wav,13.9233,12.9579,3.39
metricgan,p240_003_mic2-964b5815953a-c2b37450230d.wav,14.0412,8.2091,7.216
metricgan,p240_006_mic2-77a5036b7c07-f8adcc2ca5b6.wav,15.1776,7.7233,5.539
metricgan,p240_044_mic2-df01b2258ca3-c5111e359d17.wav,14.3684,9.0939,3.926
metricgan,p240_123_mic2-c75f640d39f5-b84169f5a446.wav,13.252,9.782,4.497
metricgan,p240_175_mic2-d635382f41f0-056b28079dd8.wav,14.9835,9.9912,4.874
metricgan,p240_179_mic2-0a4222bab7ca-c3f33b5c5568.wav,14.4496,9.3551,4.271
metricgan,p240_262_mic2-eb9c6da9d5cc-35257876963f.wav,13.6784,9.592,3.672
metricgan,p240_307_mic2-b4799e169aff-c4fa73c3b6fd.wav,13.9762,9.8546,3.194
metricgan,p240_358_mic2-1d4840402fb9-03cb78601f18.wav,14.6973,8.4604,4.185
metricgan,p241_002_mic2-1c171aaae17d-ded48ba92fda.wav,10.8708,14.4579,3.752
metricgan,p241_013_mic2-4160874deb9c-dbe3b59c84b9.wav,10.0929,8.8113,4.445
metricgan,p241_021_mic2-6c95c5b0560f-440f88c04dd3.wav,12.062,8.8463,8.754
metricgan,p241_025_mic2-ef1469218407-34ad9239e3fa.wav,10.5251,9.5976,3.287
metricgan,p241_056_mic2-f8ba17bae249-269419f28007.wav,10.47,15.0388,3.396
metricgan,p241_068_mic2-783e2ccd9e64-cee14e267a90.wav,8.9929,10.3345,3.084
metricgan,p241_069_mic2-6867f8212990-1a84aea3db6f.wav,9.2592,10.3311,3.266
metricgan,p241_130_mic2-bb16ffc9e5da-7f6de896f3b7.wav,11.1274,11.2037,3.909
metricgan,p241_138_mic2-290a0f261571-dbade4f15432.wav,11.0398,10.6974,3.589
metricgan,p241_190_mic2-ebff56a0d453-825e6142b8e8.wav,11.0866,12.0271,3.979
metricgan,p241_255_mic2-bfea8743873d-4ff59e36fc85.wav,11.9668,12.4242,3.055
metricgan,p241_276_mic2-1fee016102bb-65d64cb2f094.wav,10.342,11.2638,3.715
metricgan,p241_293_mic2-d807a85cbc30-5ed95df2c89e.wav,10.0528,11.8444,3.975
metricgan,p243_016_mic2-3d2faa6c5253-46ef956fe623.wav,10.6714,11.3708,7.642
metricgan,p243_026_mic1-82606f527123-5e3dec5f9a46.wav,11.1593,11.9845,5.206
metricgan,p243_047_mic2-3ea1dd097a41-f9ac573b2068.wav,11.3001,14.6281,3.628
metricgan,p243_056_mic1-02c5ef02300f-08e7b63216af.wav,12.5195,10.779,3.375
metricgan,p243_064_mic1-0cc4f7ec4c46-6b18bd2519b4.wav,10.5519,9.7237,3.067
metricgan,p243_066_mic1-b81458667130-0d02620bf44d.wav,10.0111,10.9735,3.239
metricgan,p243_067_mic2-9ad9035e683a-10f9c745ae65.wav,11.4039,11.6974,3.508
metricgan,p243_091_mic2-2e7c1c87ed20-1e0a4191438d.wav,11.8293,13.2862,3.799
metricgan,p243_105_mic2-962a4274fc14-eef7f4bf1d94.wav,12.0085,13.1157,3.335
metricgan,p243_122_mic2-6b03431c7b87-5704c8f65f00.wav,9.6248,9.9687,4.397
metricgan,p243_127_mic1-435f357cb804-3ec72a13a7e6.wav,12.4427,12.0467,4.04
metricgan,p243_129_mic2-c39da770ca1c-d3a143bdf8a1.wav,10.5222,11.0164,3.508
metricgan,p243_130_mic2-7128102e0ba8-161d4641e4c3.wav,10.1868,10.1771,3.331
metricgan,p243_140_mic2-49065b5a95cd-e75513633a7c.wav,8.8614,12.0148,3.408
metricgan,p243_153_mic1-a11655ae2fa3-46973c0487ba.wav,11.9058,10.7713,3.21
metricgan,p243_156_mic2-745a7f949838-49fe77ba97dd.wav,11.1373,9.616,4.235
metricgan,p243_157_mic2-b6760900d3bf-944dc2d12c89.wav,9.8488,13.5431,3.354
metricgan,p243_160_mic2-6d6f754bd504-0c19d04387b7.wav,12.026,11.3416,3.678
metricgan,p243_169_mic1-f21285f7bc01-7093442b3071.wav,12.747,11.4358,3.484
metricgan,p243_173_mic1-db74224b5ad7-36e3ffb71b3e.wav,11.1167,9.5636,4.057
metricgan,p243_187_mic2-a4328533f208-da52eb162da0.wav,12.245,13.1929,3.757
metricgan,p243_194_mic2-d9cf4de4afc8-b441cc2811be.wav,12.4557,10.3583,3.894
metricgan,p243_204_mic1-47a2d0481862-bb8d042908ad.wav,12.991,8.1117,3.371
metricgan,p243_213_mic1-690c464f3986-192abda9b768.wav,11.4028,8.5485,5.123
metricgan,p243_214_mic1-1815bea42a61-c38cbf044c43.wav,13.1141,9.7833,4.007
metricgan,p243_251_mic1-65f4318d12ad-e1787e5c29f7.wav,11.8954,9.7538,3.546
